CODIGO_SUCURSAL|DESCRIPCION_SUCURSAL|CODIGO_ARTÍCULO|DESCRIPCION_ARTÍCULO|ESTADOS|UNIDAD_DE_MEDIDA_MINIMA|CANTIDAD_UNIDAD_MINIMA|UNIDAD_DE_MEDIDA_LOGISTICA|CANTIDAD_UNIDAD_LOGISTICA|COSTO_UNITARIO_UNIDAD_MINIMA|LOTE_PROVEEDOR|LOTE_SAP|FECHA_VENCIMIENTO|SISTEMA_ORIGEN|FECHA_ACTUALIZACION
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|20093|BETAZOL 0.05% LOC CAPIL  FCO X 60ML|DISPONIBLE|FRASCO|0|FRASCO|0|43452,46|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|157484|LISTERINE CONTROL CALCULO    FCO X 180ML ZERO ALCOHOL   MENTA SUAVE|DISPONIBLE|FRASCO|0|FRASCO|0|9776,61|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|20711|PANOTIL BETA (1+40+3.75)MG/ML+10000UI/ML SOL OTI  FCO X 8ML|DISPONIBLE|FRASCO|0|FRASCO|0|16757,88|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|144863|PLATEMAX 75MG TAB REC  CAJ X 3 75MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|876,15|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|54347|APETIFORT  JBE NATURAL FRESHLY FCO X 240ML|DISPONIBLE|FRASCO|0|FRASCO|0|28254,32|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|19276|DIPROFOS (5+2)MG/ML SUSP INY  AMP X 1ML|DISPONIBLE|CAJA_INDIVIDUAL|0|CAJA_INDIVIDUAL|0|36603,93|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|120660|TRUXA 500MG TAB REC  CAJ X 10|DISPONIBLE|TABLETA|0|CAJA|0|18685,25|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|80930|CREM   SENSIBIO AR FCO X 40ML|DISPONIBLE|FRASCO|0|FRASCO|0|67774,16|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|157461|DIMOFLAX (25+150+80)MG TAB LIB RET  CAJ X 60|DISPONIBLE|TABLETA|0|CAJA|0|1802,6|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|74341|EUTIROX 25MCG TAB  CAJ X 50|DISPONIBLE|TABLETA|50|CAJA|1|778,47|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|85692|LASIX 40MG TAB INST CAJ X 20|DISPONIBLE|TABLETA|0|CAJA|0|1385,98|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|132639|PROMO CREMA DEPILATORIA   DEPILEX PAQ X 1 SIN AROMA 2X 1|DISPONIBLE|PAQUETE|0|PAQUETE|0|15469,47|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|131011|REMOVEDOR ENDURECEDOR PROTEINA   LANDER FCO X 75ML|DISPONIBLE|FRASCO|0|FRASCO|0|6482,73|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|114176|UMBRELLA SPF50+    FCO X 60GR|DISPONIBLE|FRASCO|0|FRASCO|0|77808,31|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|116531|TRETINEX 10MG CAP BLAND  CAJ X 30|DISPONIBLE|CAPSULA|0|CAJA|0|3631,81|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|30225|PRANOSINA 500MG TAB  CAJ X 20|DISPONIBLE|TABLETA|0|CAJA|0|2699,37|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|164402|UROMAX 1000MG/4ML(250MG/ML) SOL INY  CAJ X 1AMP X 4ML + JER|DISPONIBLE|AMPOLLA|0|AMPOLLA|0|186839|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|138721|ENTRESTO (48.6+51.4)MG TAB REC  CAJ X 60|DISPONIBLE|TABLETA|0|CAJA|0|4892,91|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|97556|BACTRODERM 8% ESPUM TOP  FCO X 120ML|DISPONIBLE|FRASCO|0|FRASCO|0|4546|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|158492|LENTE PTR SOLAR UNISEX   BRIGHTLOOK UND   BLUE LIGTH|DISPONIBLE|PIEZA|0|PIEZA|0|11345|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|160989|JERINGA PARA INSULINA REF 326678  ULTRA-FINE  1ML - 31G X 6MM|DISPONIBLE|SOBRE|0|CAJA|0|605,89|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|75251|PIRANTEL PAMOATO 250MG/5ML(5%) SUSP ORAL  FCO X 15ML MK|DISPONIBLE|FRASCO|0|FRASCO|0|2606,29|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|84457|VEDIPAL (450+50)MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|948,14|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|83840|LACTIBON FEM PAGUE 1 LLEVE 2    PAQ X 2FCO X 240ML|DISPONIBLE|PAQUETE|0|PAQUETE|0|26541,44|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|531081|TRAMADOL+ACETAMINOFEN (325+37.5)MG CAP BLAND  CAJ X 10|DISPONIBLE|CAPSULA|0|CAJA|0|1670,87|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|122146|DEXILANT 60MG CAP LIB RET  CAJ X 14|DISPONIBLE|CAPSULA|0|CAJA|0|10307,12|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|36786|METRONIDAZOL 500MG OVUL  CAJ X 200 COLMED|DISPONIBLE|OVULO|10|CAJA|0,05|401,1|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|126179|NORAVER GRIPA NOCHE (500+25+10)MG/SOB POLV SOL ORAL  CAJ X 6SOBX15GR  PANELA LIMON|DISPONIBLE|SOBRE|5|CAJA|0,83|2025,31|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|46062|CHAPSTICK    SOB X 1    FRESA|DISPONIBLE|SOBRE_INDIVIDUAL|1|SOBRE_INDIVIDUAL|1|10362,44|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|51505|CREM C 24 PEPINO   POND S FCO X 100GR REF 119347|DISPONIBLE|FRASCO|0|FRASCO|0|15274,48|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|120145|FEMOSTON CONTI (5+1)MG TAB REC  CAJ X 28|DISPONIBLE|TABLETA|0|CAJA|0|722,1|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|51340|NYTAX 100MG/5ML(2%) POLV SUSP ORAL  FCO X 60ML|DISPONIBLE|FRASCO|0|FRASCO|0|80817,45|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|21922|FLUZINA 10MG TAB  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|2416,25|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|21966|LIDOPROCTO (5+60)MG SUPOS  CAJ X 10|DISPONIBLE|SUPOSITORIO|20|CAJA|2|8906,29|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|125743|EPAMIN XR 100MG CAP LIB PROL  FCO X 100|DISPONIBLE|CAPSULA|0|FRASCO|0|359,59|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|124990|PROWHEY RENAL CRONICO  POLV SUSP ORAL  TAR X 378GR    VAINILLA CARAMELO|DISPONIBLE|TARRO|0|TARRO|0|94254,26|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|22262|ACEITE   JOHNSON S BABY FCO X 300ML|DISPONIBLE|FRASCO|0|FRASCO|0|20288,54|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|155919|MISURE 1.5% GEL TOP  TUB X 40GR|DISPONIBLE|TUBO|0|TUBO|0|54279,14|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|30398|S26 ALULA GOLD (0-6 MESES)  POLV SUSP ORAL  TAR X 400GR|DISPONIBLE|TARRO|0|TARRO|0|49450,71|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|151242|CDR ESMALTE MASGLO TIZA    FCO X 7ML|DISPONIBLE|FRASCO|0|FRASCO|0|2511,68|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|152325|CDR PANAL AUTO/AJUSTE   HUGGGIES NATURAL CARE PAQ X 40 UND NINO ET 4|DISPONIBLE|PAQUETE|0|PAQUETE|0|38777|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|115995|ESMALTE UNAS   VOGUE FCO X 10ML FANTASTIC  CIELO ROSA 12|DISPONIBLE|FRASCO|1|FRASCO|1|1942|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|20318|SALOFALK 500MG TAB LIB RET  CA 500MG TAB LIB RET  CAJ X 20|DISPONIBLE|TABLETA|0|CAJA|0|1253,95|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|154231|CDR POLVO COMP   VOGUE UND   MATE NAT TROPICO|DISPONIBLE|PIEZA|0|PIEZA|0|4365,76|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|157099|IFAXIM 550MG CAP BLAND  CAJ X 7|DISPONIBLE|CAPSULA|0|CAJA|0|9108,34|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|530449|MRY ACONDICIONADOR SEDA LIQUID   KONZIL FCO X 200 ML|DISPONIBLE|FRASCO|0|FRASCO|0|4340,33|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|17872|SILDENAFIL 50MG TAB REC  CAJ X 2 GENFAR|DISPONIBLE|TABLETA|0|CAJA|0|2263,45|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|163787|ETORIMED 90MG TAB REC  CAJ X 14|DISPONIBLE|TABLETA|0|CAJA|0|5191,86|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|165575|PEDIALYTE MAX CON ZINC 60MEQ(NA)/L SOL ORAL  FCO X 500ML  FRESA|DISPONIBLE|FRASCO|0|FRASCO|0|6978,52|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|299297|LIPIKAR BAUME   LA ROCHE-POSAY FCO X 400ML AP + M|DISPONIBLE|FRASCO|0|FRASCO|0|80410,48|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|146599|BRONCOMAX  JBE  FCO X 120ML|DISPONIBLE|FRASCO|0|FRASCO|0|17279,8|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|19180|FLONORM 200MG TAB REC  CAJ X 12|DISPONIBLE|TABLETA|0|CAJA|0|3708,87|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|147969|CDR PROMO 2 TALCO LADY 85GR   MEXSANA PAQ X 2|DISPONIBLE|PAQUETE|0|PAQUETE|0|9626|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|161456|VITA C 500MG TAB MAST  CAJ X 1 500MG TAB MAST  CAJ X 100  TUTTI FRUTTI|DISPONIBLE|TABLETA|30|CAJA|0,3|312,42|null|null|null|BOPOS|4/10/2023 8:44:46 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|98330|LIPOSTAN 20MG TAB  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|845,27|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|146774|ELECTROLIT SUERO REHIDRATANTE 30MEQ(Na)/L SOL ORAL  FCO X 625ML  COCO|DISPONIBLE|FRASCO|11|FRASCO|11|6541,38|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|133008|ACTIVOX    CAJ X 12SOB|DISPONIBLE|PIEZA|0|CAJA|0|440,65|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|116820|RINAID 0.05% SUSP NAS  FCO X 10GR|DISPONIBLE|FRASCO|0|FRASCO|0|50471,09|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|116842|JERINGA INSULINA C/AGUJA REF 324916 CAJ X 100SOB ULTRAFINE  31GX6MM|DISPONIBLE|PIEZA|90|CAJA|0,9|554,46|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|106198|CHAMP RESTAURA   PANTENE FCO X 400ML|DISPONIBLE|FRASCO|0|FRASCO|0|15321,67|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|144426|FORMULA LACT PROSENSITIVE KID   SIMILAC TAR X 850GR ETAPA 3 MAYORES DE 2 ANOS|DISPONIBLE|TARRO|0|TARRO|0|67985,95|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|529878|MRY PREMIO   INDUSTRIA NACIONAL DE GASEOS BOT X 400ML|DISPONIBLE|FRASCO|3|FRASCO|3|1334,22|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|22243|REMOVEDOR   LANDER FCO X 75ML|DISPONIBLE|CAJA|0|CAJA|0|6144,8|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|19537|CATAPRESAN 0.15MG TAB  CAJ X 20|DISPONIBLE|COMPRIMIDO|0|CAJA|0|2285,1|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|131064|ALERCARE 2MG/ML(0.2%) SOL OFT  FCO X 10ML|DISPONIBLE|FRASCO|0|FRASCO|0|88199,04|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|136372|CASTANO DE INDIAS   VENASFULL FCO X 420GR|DISPONIBLE|FRASCO|1|FRASCO|1|21986,1|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|110917|MAQ MUJER VENUS DESECH   GILLETTE SOB X 4|DISPONIBLE|SOBRE|0|SOBRE|0|20554,12|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|109524|BOTIQUIN ROJO  PAQ X 1 NEXCARE|DISPONIBLE|PAQUETE|0|PAQUETE|0|31590,81|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|114778|CEPILLO CS 1560 SOFT REF CS 1560 SOB X 1 CURAPROX|DISPONIBLE|SOBRE|0|SOBRE|0|22164,7|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|142357|ANTITRANSPIRANTE AEROSOL   DOVE FCO X 150ML INVISIBLE DRY|DISPONIBLE|FRASCO|0|FRASCO|0|13341,9|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|154597|CDR RECOLECTOR COPROLOGICO  TARRO|DISPONIBLE|TARRO|0|TARRO|0|92,3|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|535658|SUERO ORAL 75MEQ(Na)/L SOL ORAL  FCO X 400ML  MANDARINA|DISPONIBLE|FRASCO|0|FRASCO|0|5120|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|19586|COZAAR 50MG TAB REC  CAJ X 15|DISPONIBLE|COMPRIMIDO|0|CAJA|0|10780,41|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|129595|CLINACYN (0.1+1)% GEL TOP  TUB X 30GR|DISPONIBLE|TUBO|0|TUBO|0|89581,06|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|140621|GATIDEX (1+3)MG/ML(0.1+0.3)% SUSP OFT  FCO X 5ML|DISPONIBLE|FRASCO|0|FRASCO|0|89974,97|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|113830|JERINGA 3PARTES C/A 2ML REF JEHL001 CAJ X 100 ALFASAFE  21GX1 PULG 1/2|DISPONIBLE|SOBRE|40|CAJA|0,4|167,74|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|113833|JERINGA 3PARTES C/A 5ML REF JEHL004 CAJ X 100 ALFASAFE  21GX1 PULG 1/2 PULG|DISPONIBLE|SOBRE|16|CAJA|0,16|233,69|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|144877|UROFLAV 500MG TAB REC  CAJ X 10|DISPONIBLE|TABLETA|0|CAJA|0|10256,12|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|112427|PROMO TINTE PERMANENTE   PALETTE SCHWARZKOPF PAQ X 1 5-68 INTENSIVE COLOR CREME  CHOCOLATE|DISPONIBLE|CAJA|0|CAJA|0|12245,23|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|129845|DAIVOBET (0.05+0.005)% GEL TOP  FCO X 30GR|DISPONIBLE|FRASCO|0|FRASCO|0|207111,22|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|105105|SHARK CARTILAGE 750MG CAP PRIME HEALTH FCO X 100|DISPONIBLE|CAPSULA|0|FRASCO|0|445,75|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|56133|TRAUMEEL S MULTIPLES COMPONENTES SOL INY  CAJ X 5AMP|DISPONIBLE|AMPOLLA|0|CAJA|0|15491,86|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|129931|ENTEREX POWDER POLVO    TAR X 400GR    VAINILLA|DISPONIBLE|TARRO|0|TARRO|0|40315,81|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|20380|CLOBEZAN 0.05% CREM TOP  TUB X 25GR|DISPONIBLE|TUBO|1|TUBO|1|30938,98|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|168242|GEL ANTIBACTERIAL   INTEQ CLEAR FCO X 1000ML|DISPONIBLE|FRASCO|0|FRASCO|0|9677,93|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|98161|FINOXAL 250MG/5ML(5%) SUSP ORAL  FCO X 30ML|DISPONIBLE|FRASCO|0|FRASCO|0|10246,4|null|null|null|BOPOS|4/10/2023 8:44:45 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|157895|FENALGEX (325+5)MG TAB  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|2805,14|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|150054|CDR PROMO COLONIA NATURALS AZU   ARRURRU FCO X 120ML|DISPONIBLE|PAQUETE|1|PAQUETE|1|9913,28|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|60360|SATOREN H FORTE (25+100)MG TAB REC  CAJ X 30|DISPONIBLE|TABLETA|0|CAJA|0|6613,56|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|86798|ONCOEMET 8MG TAB  CAJ X 10|DISPONIBLE|TABLETA|0|CAJA|0|810,03|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|71762|CLOPERAX 20MG/5ML(0.4%) SUSP ORAL  FCO X 120ML|DISPONIBLE|FRASCO|0|FRASCO|0|57565,58|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|30185|SUERO FISIOL 0.9% SOL INY  FCO X 500ML MEDICIN PLUS|DISPONIBLE|FRASCO|0|FRASCO|0|4106,23|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|48095|MICROPORE PIEL  UND NEXCARE  48MM X 5M|DISPONIBLE|PIEZA|0|PIEZA|0|14041,02|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|529418|MRY SUPREMYA BAUME   SISLEY FCO X 50ML|DISPONIBLE|FRASCO|0|FRASCO|0|1790588|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|99373|NOXPIRIN PLUS (500+30+5+10)MG CAP  CAJ X 12|DISPONIBLE|CAPSULA|12|CAJA|1|933,97|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|529886|MRY PALETTE   HENKEL TUB X 50GR|DISPONIBLE|TUBO|0|TUBO|0|5455,66|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
284|284_CRUZ_VERDE_MULTIDROGAS_ CENTRAL_DE_DOMIC|166451|TROMIX 500MG TAB REC  CAJ X 6|DISPONIBLE|TABLETA|0|CAJA|0|14531,01|null|null|null|BOPOS|4/10/2023 8:44:44 a. m.|
